 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
2092  28  56  60  60    68.75   149.10   77396    56    182   1                
2093  28  57  61  61    68.75   151.79   77396     1      0   0                
2094  28  58  62  62    68.75   154.48   77396     0      0   0                
2095  28  59  63  63    68.75   157.16   77396     0      0   0                
2096  28  60  64  64    68.75   159.85   77396     0      0   0                
2097  28  61  65  66    68.75   162.54   77396     1      0   0                
2098  28  62  67  67    68.75   165.22   77396    26     91   0                
2099  28  63  68  68    68.75   167.91   77396     6      0   0                
2100  28  64  69  69    68.75   170.60   77396     0      0   0                
2101  28  65  70  70    68.75   173.28   77396     0      0   0                
2102  28  66  71  71    68.75   175.97   77396     0      0   0                
2103  28  67  72  72    68.75   178.66   77396     0      0   0                
2104  28  68  73  73    68.75   181.34   77396     0      0   0                
2105  28  69  74  74    68.75   184.03   77396     3      0   0                
2106  28  70  75  75    68.75   186.72   77396     0      0   0                
2107  28  71  76  76    68.75   189.40   77396     0      0   0                
2108  28  72  77  77    68.75   192.09   77396     0      0   0                
2109  28  73  78  78    68.75   194.78   77396     0      0   0                
2110  28  74  79  80    68.75   197.46   77396     0      0   0                
2111  28  75  81  81    68.75   200.15   77396     0      0   0                
2112  28  76  82  82    68.75   202.84   77396     0      0   0                
2113  28  77  83  83    68.75   205.52   77396     0      0   0                
2114  28  78  84  84    68.75   208.21   77396     0      0   0                
2115  28  79  85  85    68.75   210.90   77396     0      0   0                
2116  28  80  86  86    68.75   213.58   77396     0      0   0                
2117  28  81  87  87    68.75   216.27   77396     0      0   0                
2118  28  82  88  88    68.75   218.96   77396     2      0   0                
2119  28  83  89  89    68.75   221.64   77396     0      0   0                
2120  28  84  90  90    68.75   224.33   77396     2      0   0                
2121  28  85  91  91    68.75   227.01   77396     0      0   0                
2122  28  86  92  92    68.75   229.70   77396     0      0   0                
2123  28  87  93  93    68.75   232.39   77396     0      0   0                
2124  28  88  94  95    68.75   235.07   77396     0      0   0                
2125  28  89  96  96    68.75   237.76   77396     0      0   0                
2126  28  90  97  97    68.75   240.45   77396     0      0   0                
2127  28  91  98  98    68.75   243.13   77396     0      0   0                
2128  28  92  99  99    68.75   245.82   77396     0      0   0                
2129  28  93 100 100    68.75   248.51   77396     0      0   0                
2130  28  94 101 101    68.75   251.19   77396     0      0   0                
2131  28  95 102 102    68.75   253.88   77396     0      0   0                
2132  28  96 103 103    68.75   256.57   77396     0      0   0                
2133  28  97 104 104    68.75   259.25   77396     0      0   0                
2134  28  98 105 105    68.75   261.94   77396     0      0   0                
2135  28  99 106 106    68.75   264.63   77396     0      0   0                
2136  28 100 107 107    68.75   267.31   77396     0      0   0                
2137  28 101 108 109    68.75   270.00   77396     0      0   0                
2138  28 102 110 110    68.75   272.69   77396     0      0   0                
2139  28 103 111 111    68.75   275.37   77396     0      0   0                
2140  28 104 112 112    68.75   278.06   77396     0      0   0                
2141  28 105 113 113    68.75   280.75   77396     0      0   0                
2142  28 106 114 114    68.75   283.43   77396     0      0   0                
2143  28 107 115 115    68.75   286.12   77396     0      0   0                
2144  28 108 116 116    68.75   288.81   77396    17    121   0                
2145  28 109 117 117    68.75   291.49   77396   100   3261   4                
2146  28 110 118 118    68.75   294.18   77396   100   3413   4                
2147  28 111 119 119    68.75   296.87   77396   100    609   6                
2148  28 112 120 120    68.75   299.55   77396   100    182   6                
2149  28 113 121 121    68.75   302.24   77396   100    152   6                
2150  28 114 122 123    68.75   304.93   77396   100    365   4                
2151  28 115 124 124    68.75   307.61   77396   100    335   2                
2152  28 116 125 125    68.75   310.30   77396   100    457   2                
2153  28 117 126 126    68.75   312.98   77396   100    792   2                
2154  28 118 127 127    68.75   315.67   77396   100    914   2                
2155  28 119 128 128    68.75   318.36   77396    76    335   2                
2156  28 120 129 129    68.75   321.04   77396     1      0   0                
2157  28 121 130 130    68.75   323.73   77396     0      0   0                
2158  28 122 131 131    68.75   326.42   77396     0      0   0                
2159  28 123 132 132    68.75   329.10   77396     0      0   0                
2160  28 124 133 133    68.75   331.79   77396     0      0   0                
2161  28 125 134 134    68.75   334.48   77396     0      0   0                
2162  28 126 135 135    68.75   337.16   77396     0      0   0                
2163  28 127 136 136    68.75   339.85   77396     0      0   0                
2164  28 128 137 138    68.75   342.54   77396     0      0   0                
2165  28 129 139 139    68.75   345.22   77396     0      0   0                
2166  28 130 140 140    68.75   347.91   77396     0      0   0                
2167  28 131 141 141    68.75   350.60   77396     0      0   0                
2168  28 132 142 142    68.75   353.28   77396     0      0   0                
2169  28 133 143 143    68.75   355.97   77396     0      0   0                
2170  28 134 144 144    68.75   358.66   77396     0      0   0                
2171  29   1   1   1    71.25     1.32   77479     0      0   0                
2172  29   2   2   2    71.25     3.97   77479     0      0   0                
2173  29   3   3   3    71.25     6.62   77479     0      0   0                
2174  29   4   4   4    71.25     9.26   77479     0      0   0                
